max_x : 50821, max_y: 50750, min_x: -50472, min_y: -50499
max_x : 43821, max_y: 43750, min_x: -43472, min_y: -43499
max_x : 43816, max_y: 43745, min_x: -43467, min_y: -43494
max_x : 43811, max_y: 43740, min_x: -43462, min_y: -43489
max_x : 43806, max_y: 43735, min_x: -43457, min_y: -43484
max_x : 43801, max_y: 43730, min_x: -43452, min_y: -43479
max_x : 43796, max_y: 43725, min_x: -43447, min_y: -43474
max_x : 43791, max_y: 43720, min_x: -43442, min_y: -43469
max_x : 43786, max_y: 43715, min_x: -43437, min_y: -43464
max_x : 43781, max_y: 43710, min_x: -43432, min_y: -43459
max_x : 43776, max_y: 43705, min_x: -43427, min_y: -43454
max_x : 43771, max_y: 43700, min_x: -43422, min_y: -43449
max_x : 43766, max_y: 43695, min_x: -43417, min_y: -43444
max_x : 43761, max_y: 43690, min_x: -43412, min_y: -43439
max_x : 43756, max_y: 43685, min_x: -43407, min_y: -43434
max_x : 43751, max_y: 43680, min_x: -43402, min_y: -43429
max_x : 43746, max_y: 43675, min_x: -43397, min_y: -43424
max_x : 43741, max_y: 43670, min_x: -43392, min_y: -43419
max_x : 43736, max_y: 43665, min_x: -43387, min_y: -43414
max_x : 43731, max_y: 43660, min_x: -43382, min_y: -43409
max_x : 43726, max_y: 43655, min_x: -43377, min_y: -43404
max_x : 43721, max_y: 43650, min_x: -43372, min_y: -43399
max_x : 43716, max_y: 43645, min_x: -43367, min_y: -43394
max_x : 43711, max_y: 43640, min_x: -43362, min_y: -43389
max_x : 43706, max_y: 43635, min_x: -43357, min_y: -43384
max_x : 43701, max_y: 43630, min_x: -43352, min_y: -43379
max_x : 43696, max_y: 43625, min_x: -43347, min_y: -43374
max_x : 43691, max_y: 43620, min_x: -43342, min_y: -43369
max_x : 43686, max_y: 43615, min_x: -43337, min_y: -43364
max_x : 43681, max_y: 43610, min_x: -43332, min_y: -43359
max_x : 43676, max_y: 43605, min_x: -43327, min_y: -43354
max_x : 43671, max_y: 43600, min_x: -43322, min_y: -43349
max_x : 43666, max_y: 43595, min_x: -43317, min_y: -43344
max_x : 43661, max_y: 43590, min_x: -43312, min_y: -43339
max_x : 43656, max_y: 43585, min_x: -43307, min_y: -43334
max_x : 43651, max_y: 43580, min_x: -43302, min_y: -43329
max_x : 43646, max_y: 43575, min_x: -43297, min_y: -43324
max_x : 43641, max_y: 43570, min_x: -43292, min_y: -43319
max_x : 43636, max_y: 43565, min_x: -43287, min_y: -43314
max_x : 43631, max_y: 43560, min_x: -43282, min_y: -43309
max_x : 43626, max_y: 43555, min_x: -43277, min_y: -43304
max_x : 43621, max_y: 43550, min_x: -43272, min_y: -43299
max_x : 43616, max_y: 43545, min_x: -43267, min_y: -43294
max_x : 43611, max_y: 43540, min_x: -43262, min_y: -43289
max_x : 43606, max_y: 43535, min_x: -43257, min_y: -43284
max_x : 43601, max_y: 43530, min_x: -43252, min_y: -43279
max_x : 43596, max_y: 43525, min_x: -43247, min_y: -43274
max_x : 43591, max_y: 43520, min_x: -43242, min_y: -43269
max_x : 43586, max_y: 43515, min_x: -43237, min_y: -43264
max_x : 43581, max_y: 43510, min_x: -43232, min_y: -43259
max_x : 43576, max_y: 43505, min_x: -43227, min_y: -43254
max_x : 43571, max_y: 43500, min_x: -43222, min_y: -43249
max_x : 43566, max_y: 43495, min_x: -43217, min_y: -43244
max_x : 43561, max_y: 43490, min_x: -43212, min_y: -43239
max_x : 43556, max_y: 43485, min_x: -43207, min_y: -43234
max_x : 43551, max_y: 43480, min_x: -43202, min_y: -43229
max_x : 43546, max_y: 43475, min_x: -43197, min_y: -43224
max_x : 43541, max_y: 43470, min_x: -43192, min_y: -43219
max_x : 43536, max_y: 43465, min_x: -43187, min_y: -43214
max_x : 43531, max_y: 43460, min_x: -43182, min_y: -43209
max_x : 43526, max_y: 43455, min_x: -43177, min_y: -43204
max_x : 43521, max_y: 43450, min_x: -43172, min_y: -43199
max_x : 43516, max_y: 43445, min_x: -43167, min_y: -43194
max_x : 43511, max_y: 43440, min_x: -43162, min_y: -43189
max_x : 43506, max_y: 43435, min_x: -43157, min_y: -43184
max_x : 43501, max_y: 43430, min_x: -43152, min_y: -43179
max_x : 43496, max_y: 43425, min_x: -43147, min_y: -43174
max_x : 43491, max_y: 43420, min_x: -43142, min_y: -43169
max_x : 43486, max_y: 43415, min_x: -43137, min_y: -43164
max_x : 43481, max_y: 43410, min_x: -43132, min_y: -43159
max_x : 43476, max_y: 43405, min_x: -43127, min_y: -43154
max_x : 43471, max_y: 43400, min_x: -43122, min_y: -43149
max_x : 43466, max_y: 43395, min_x: -43117, min_y: -43144
max_x : 43461, max_y: 43390, min_x: -43112, min_y: -43139
max_x : 43456, max_y: 43385, min_x: -43107, min_y: -43134
max_x : 43451, max_y: 43380, min_x: -43102, min_y: -43129
max_x : 43446, max_y: 43375, min_x: -43097, min_y: -43124
max_x : 43441, max_y: 43370, min_x: -43092, min_y: -43119
max_x : 43436, max_y: 43365, min_x: -43087, min_y: -43114
max_x : 43431, max_y: 43360, min_x: -43082, min_y: -43109
max_x : 43426, max_y: 43355, min_x: -43077, min_y: -43104
max_x : 43421, max_y: 43350, min_x: -43072, min_y: -43099
max_x : 43416, max_y: 43345, min_x: -43067, min_y: -43094
max_x : 43411, max_y: 43340, min_x: -43062, min_y: -43089
max_x : 43406, max_y: 43335, min_x: -43057, min_y: -43084
max_x : 43401, max_y: 43330, min_x: -43052, min_y: -43079
max_x : 43396, max_y: 43325, min_x: -43047, min_y: -43074
max_x : 43391, max_y: 43320, min_x: -43042, min_y: -43069
max_x : 43386, max_y: 43315, min_x: -43037, min_y: -43064
max_x : 43381, max_y: 43310, min_x: -43032, min_y: -43059
max_x : 43376, max_y: 43305, min_x: -43027, min_y: -43054
max_x : 43371, max_y: 43300, min_x: -43022, min_y: -43049
max_x : 43366, max_y: 43295, min_x: -43017, min_y: -43044
max_x : 43361, max_y: 43290, min_x: -43012, min_y: -43039
max_x : 43356, max_y: 43285, min_x: -43007, min_y: -43034
max_x : 43351, max_y: 43280, min_x: -43002, min_y: -43029
max_x : 43346, max_y: 43275, min_x: -42997, min_y: -43024
max_x : 43341, max_y: 43270, min_x: -42992, min_y: -43019
max_x : 43336, max_y: 43265, min_x: -42987, min_y: -43014
max_x : 43331, max_y: 43260, min_x: -42982, min_y: -43009
max_x : 43326, max_y: 43255, min_x: -42977, min_y: -43004
max_x : 43321, max_y: 43250, min_x: -42972, min_y: -42999
max_x : 43316, max_y: 43245, min_x: -42967, min_y: -42994
max_x : 43311, max_y: 43240, min_x: -42962, min_y: -42989
max_x : 43306, max_y: 43235, min_x: -42957, min_y: -42984
max_x : 43301, max_y: 43230, min_x: -42952, min_y: -42979
max_x : 43296, max_y: 43225, min_x: -42947, min_y: -42974
max_x : 43291, max_y: 43220, min_x: -42942, min_y: -42969
max_x : 43286, max_y: 43215, min_x: -42937, min_y: -42964
max_x : 43281, max_y: 43210, min_x: -42932, min_y: -42959
max_x : 43276, max_y: 43205, min_x: -42927, min_y: -42954
max_x : 43271, max_y: 43200, min_x: -42922, min_y: -42949
max_x : 43266, max_y: 43195, min_x: -42917, min_y: -42944
max_x : 43261, max_y: 43190, min_x: -42912, min_y: -42939
max_x : 43256, max_y: 43185, min_x: -42907, min_y: -42934
max_x : 43251, max_y: 43180, min_x: -42902, min_y: -42929
max_x : 43246, max_y: 43175, min_x: -42897, min_y: -42924
max_x : 43241, max_y: 43170, min_x: -42892, min_y: -42919
max_x : 43236, max_y: 43165, min_x: -42887, min_y: -42914
max_x : 43231, max_y: 43160, min_x: -42882, min_y: -42909
max_x : 43226, max_y: 43155, min_x: -42877, min_y: -42904
max_x : 43221, max_y: 43150, min_x: -42872, min_y: -42899
max_x : 43216, max_y: 43145, min_x: -42867, min_y: -42894
max_x : 43211, max_y: 43140, min_x: -42862, min_y: -42889
max_x : 43206, max_y: 43135, min_x: -42857, min_y: -42884
max_x : 43201, max_y: 43130, min_x: -42852, min_y: -42879
max_x : 43196, max_y: 43125, min_x: -42847, min_y: -42874
max_x : 43191, max_y: 43120, min_x: -42842, min_y: -42869
max_x : 43186, max_y: 43115, min_x: -42837, min_y: -42864
max_x : 43181, max_y: 43110, min_x: -42832, min_y: -42859
max_x : 43176, max_y: 43105, min_x: -42827, min_y: -42854
max_x : 43171, max_y: 43100, min_x: -42822, min_y: -42849
max_x : 43166, max_y: 43095, min_x: -42817, min_y: -42844
max_x : 43161, max_y: 43090, min_x: -42812, min_y: -42839
max_x : 43156, max_y: 43085, min_x: -42807, min_y: -42834
max_x : 43151, max_y: 43080, min_x: -42802, min_y: -42829
max_x : 43146, max_y: 43075, min_x: -42797, min_y: -42824
max_x : 43141, max_y: 43070, min_x: -42792, min_y: -42819
max_x : 43136, max_y: 43065, min_x: -42787, min_y: -42814
max_x : 43131, max_y: 43060, min_x: -42782, min_y: -42809
max_x : 43126, max_y: 43055, min_x: -42777, min_y: -42804
max_x : 43121, max_y: 43050, min_x: -42772, min_y: -42799
max_x : 43116, max_y: 43045, min_x: -42767, min_y: -42794
max_x : 43111, max_y: 43040, min_x: -42762, min_y: -42789
max_x : 43106, max_y: 43035, min_x: -42757, min_y: -42784
max_x : 43101, max_y: 43030, min_x: -42752, min_y: -42779
max_x : 43096, max_y: 43025, min_x: -42747, min_y: -42774
max_x : 43091, max_y: 43020, min_x: -42742, min_y: -42769
max_x : 43086, max_y: 43015, min_x: -42737, min_y: -42764
max_x : 43081, max_y: 43010, min_x: -42732, min_y: -42759
max_x : 43076, max_y: 43005, min_x: -42727, min_y: -42754
max_x : 43071, max_y: 43000, min_x: -42722, min_y: -42749
max_x : 43066, max_y: 42995, min_x: -42717, min_y: -42744
max_x : 43061, max_y: 42990, min_x: -42712, min_y: -42739
max_x : 43056, max_y: 42985, min_x: -42707, min_y: -42734
max_x : 43051, max_y: 42980, min_x: -42702, min_y: -42729
max_x : 43046, max_y: 42975, min_x: -42697, min_y: -42724
max_x : 43041, max_y: 42970, min_x: -42692, min_y: -42719
max_x : 43036, max_y: 42965, min_x: -42687, min_y: -42714
max_x : 43031, max_y: 42960, min_x: -42682, min_y: -42709
max_x : 43026, max_y: 42955, min_x: -42677, min_y: -42704
max_x : 43021, max_y: 42950, min_x: -42672, min_y: -42699
max_x : 43016, max_y: 42945, min_x: -42667, min_y: -42694
max_x : 43011, max_y: 42940, min_x: -42662, min_y: -42689
max_x : 43006, max_y: 42935, min_x: -42657, min_y: -42684
max_x : 43001, max_y: 42930, min_x: -42652, min_y: -42679
max_x : 42996, max_y: 42925, min_x: -42647, min_y: -42674
max_x : 42991, max_y: 42920, min_x: -42642, min_y: -42669
max_x : 42986, max_y: 42915, min_x: -42637, min_y: -42664
max_x : 42981, max_y: 42910, min_x: -42632, min_y: -42659
max_x : 42976, max_y: 42905, min_x: -42627, min_y: -42654
max_x : 42971, max_y: 42900, min_x: -42622, min_y: -42649
max_x : 42966, max_y: 42895, min_x: -42617, min_y: -42644
max_x : 42961, max_y: 42890, min_x: -42612, min_y: -42639
max_x : 42956, max_y: 42885, min_x: -42607, min_y: -42634
max_x : 42951, max_y: 42880, min_x: -42602, min_y: -42629
max_x : 42946, max_y: 42875, min_x: -42597, min_y: -42624
max_x : 42941, max_y: 42870, min_x: -42592, min_y: -42619
max_x : 42936, max_y: 42865, min_x: -42587, min_y: -42614
max_x : 42931, max_y: 42860, min_x: -42582, min_y: -42609
max_x : 42926, max_y: 42855, min_x: -42577, min_y: -42604
max_x : 42921, max_y: 42850, min_x: -42572, min_y: -42599
max_x : 42916, max_y: 42845, min_x: -42567, min_y: -42594
max_x : 42911, max_y: 42840, min_x: -42562, min_y: -42589
max_x : 42906, max_y: 42835, min_x: -42557, min_y: -42584
max_x : 42901, max_y: 42830, min_x: -42552, min_y: -42579
max_x : 42896, max_y: 42825, min_x: -42547, min_y: -42574
max_x : 42891, max_y: 42820, min_x: -42542, min_y: -42569
max_x : 42886, max_y: 42815, min_x: -42537, min_y: -42564
max_x : 42881, max_y: 42810, min_x: -42532, min_y: -42559
max_x : 42876, max_y: 42805, min_x: -42527, min_y: -42554
max_x : 42871, max_y: 42800, min_x: -42522, min_y: -42549
max_x : 42866, max_y: 42795, min_x: -42517, min_y: -42544
max_x : 42861, max_y: 42790, min_x: -42512, min_y: -42539
max_x : 42856, max_y: 42785, min_x: -42507, min_y: -42534
max_x : 42851, max_y: 42780, min_x: -42502, min_y: -42529
max_x : 42846, max_y: 42775, min_x: -42497, min_y: -42524
max_x : 42841, max_y: 42770, min_x: -42492, min_y: -42519
max_x : 42836, max_y: 42765, min_x: -42487, min_y: -42514
max_x : 42831, max_y: 42760, min_x: -42482, min_y: -42509
max_x : 42826, max_y: 42755, min_x: -42477, min_y: -42504
max_x : 42821, max_y: 42750, min_x: -42472, min_y: -42499
max_x : 42816, max_y: 42745, min_x: -42467, min_y: -42494
max_x : 42811, max_y: 42740, min_x: -42462, min_y: -42489
max_x : 42806, max_y: 42735, min_x: -42457, min_y: -42484
max_x : 42801, max_y: 42730, min_x: -42452, min_y: -42479
max_x : 42796, max_y: 42725, min_x: -42447, min_y: -42474
max_x : 42791, max_y: 42720, min_x: -42442, min_y: -42469
max_x : 42786, max_y: 42715, min_x: -42437, min_y: -42464
max_x : 42781, max_y: 42710, min_x: -42432, min_y: -42459
max_x : 42776, max_y: 42705, min_x: -42427, min_y: -42454
max_x : 42771, max_y: 42700, min_x: -42422, min_y: -42449
max_x : 42766, max_y: 42695, min_x: -42417, min_y: -42444
max_x : 42761, max_y: 42690, min_x: -42412, min_y: -42439
max_x : 42756, max_y: 42685, min_x: -42407, min_y: -42434
max_x : 42751, max_y: 42680, min_x: -42402, min_y: -42429
max_x : 42746, max_y: 42675, min_x: -42397, min_y: -42424
max_x : 42741, max_y: 42670, min_x: -42392, min_y: -42419
max_x : 42736, max_y: 42665, min_x: -42387, min_y: -42414
max_x : 42731, max_y: 42660, min_x: -42382, min_y: -42409
max_x : 42726, max_y: 42655, min_x: -42377, min_y: -42404
max_x : 42721, max_y: 42650, min_x: -42372, min_y: -42399
max_x : 42716, max_y: 42645, min_x: -42367, min_y: -42394
max_x : 42711, max_y: 42640, min_x: -42362, min_y: -42389
max_x : 42706, max_y: 42635, min_x: -42357, min_y: -42384
max_x : 42701, max_y: 42630, min_x: -42352, min_y: -42379
max_x : 42696, max_y: 42625, min_x: -42347, min_y: -42374
max_x : 42691, max_y: 42620, min_x: -42342, min_y: -42369
max_x : 42686, max_y: 42615, min_x: -42337, min_y: -42364
max_x : 42681, max_y: 42610, min_x: -42332, min_y: -42359
max_x : 42676, max_y: 42605, min_x: -42327, min_y: -42354
max_x : 42671, max_y: 42600, min_x: -42322, min_y: -42349
max_x : 42666, max_y: 42595, min_x: -42317, min_y: -42344
max_x : 42661, max_y: 42590, min_x: -42312, min_y: -42339
max_x : 42656, max_y: 42585, min_x: -42307, min_y: -42334
max_x : 42651, max_y: 42580, min_x: -42302, min_y: -42329
max_x : 42646, max_y: 42575, min_x: -42297, min_y: -42324
max_x : 42641, max_y: 42570, min_x: -42292, min_y: -42319
max_x : 42636, max_y: 42565, min_x: -42287, min_y: -42314
max_x : 42631, max_y: 42560, min_x: -42282, min_y: -42309
max_x : 42626, max_y: 42555, min_x: -42277, min_y: -42304
max_x : 42621, max_y: 42550, min_x: -42272, min_y: -42299
max_x : 42616, max_y: 42545, min_x: -42267, min_y: -42294
max_x : 42611, max_y: 42540, min_x: -42262, min_y: -42289
max_x : 42606, max_y: 42535, min_x: -42257, min_y: -42284
max_x : 42601, max_y: 42530, min_x: -42252, min_y: -42279
max_x : 42596, max_y: 42525, min_x: -42247, min_y: -42274
max_x : 42591, max_y: 42520, min_x: -42242, min_y: -42269
max_x : 42586, max_y: 42515, min_x: -42237, min_y: -42264
max_x : 42581, max_y: 42510, min_x: -42232, min_y: -42259
max_x : 42576, max_y: 42505, min_x: -42227, min_y: -42254
max_x : 42571, max_y: 42500, min_x: -42222, min_y: -42249
max_x : 42566, max_y: 42495, min_x: -42217, min_y: -42244
max_x : 42561, max_y: 42490, min_x: -42212, min_y: -42239
max_x : 42556, max_y: 42485, min_x: -42207, min_y: -42234
max_x : 42551, max_y: 42480, min_x: -42202, min_y: -42229
max_x : 42546, max_y: 42475, min_x: -42197, min_y: -42224
max_x : 42541, max_y: 42470, min_x: -42192, min_y: -42219
max_x : 42536, max_y: 42465, min_x: -42187, min_y: -42214
max_x : 42531, max_y: 42460, min_x: -42182, min_y: -42209
max_x : 42526, max_y: 42455, min_x: -42177, min_y: -42204
max_x : 42521, max_y: 42450, min_x: -42172, min_y: -42199
max_x : 42516, max_y: 42445, min_x: -42167, min_y: -42194
max_x : 42511, max_y: 42440, min_x: -42162, min_y: -42189
max_x : 42506, max_y: 42435, min_x: -42157, min_y: -42184
max_x : 42501, max_y: 42430, min_x: -42152, min_y: -42179
max_x : 42496, max_y: 42425, min_x: -42147, min_y: -42174
max_x : 42491, max_y: 42420, min_x: -42142, min_y: -42169
max_x : 42486, max_y: 42415, min_x: -42137, min_y: -42164
max_x : 42481, max_y: 42410, min_x: -42132, min_y: -42159
max_x : 42476, max_y: 42405, min_x: -42127, min_y: -42154
max_x : 42471, max_y: 42400, min_x: -42122, min_y: -42149
max_x : 42466, max_y: 42395, min_x: -42117, min_y: -42144
max_x : 42461, max_y: 42390, min_x: -42112, min_y: -42139
max_x : 42456, max_y: 42385, min_x: -42107, min_y: -42134
max_x : 42451, max_y: 42380, min_x: -42102, min_y: -42129
max_x : 42446, max_y: 42375, min_x: -42097, min_y: -42124
max_x : 42441, max_y: 42370, min_x: -42092, min_y: -42119
max_x : 42436, max_y: 42365, min_x: -42087, min_y: -42114
max_x : 42431, max_y: 42360, min_x: -42082, min_y: -42109
max_x : 42426, max_y: 42355, min_x: -42077, min_y: -42104
max_x : 42421, max_y: 42350, min_x: -42072, min_y: -42099
max_x : 42416, max_y: 42345, min_x: -42067, min_y: -42094
max_x : 42411, max_y: 42340, min_x: -42062, min_y: -42089
max_x : 42406, max_y: 42335, min_x: -42057, min_y: -42084
max_x : 42401, max_y: 42330, min_x: -42052, min_y: -42079
max_x : 42396, max_y: 42325, min_x: -42047, min_y: -42074
max_x : 42391, max_y: 42320, min_x: -42042, min_y: -42069
max_x : 42386, max_y: 42315, min_x: -42037, min_y: -42064
max_x : 42381, max_y: 42310, min_x: -42032, min_y: -42059
max_x : 42376, max_y: 42305, min_x: -42027, min_y: -42054
max_x : 42371, max_y: 42300, min_x: -42022, min_y: -42049
max_x : 42366, max_y: 42295, min_x: -42017, min_y: -42044
max_x : 42361, max_y: 42290, min_x: -42012, min_y: -42039
max_x : 42356, max_y: 42285, min_x: -42007, min_y: -42034
max_x : 42351, max_y: 42280, min_x: -42002, min_y: -42029
max_x : 42346, max_y: 42275, min_x: -41997, min_y: -42024
max_x : 42341, max_y: 42270, min_x: -41992, min_y: -42019
max_x : 42336, max_y: 42265, min_x: -41987, min_y: -42014
max_x : 42331, max_y: 42260, min_x: -41982, min_y: -42009
max_x : 42326, max_y: 42255, min_x: -41977, min_y: -42004
max_x : 42321, max_y: 42250, min_x: -41972, min_y: -41999
max_x : 42316, max_y: 42245, min_x: -41967, min_y: -41994
max_x : 42311, max_y: 42240, min_x: -41962, min_y: -41989
max_x : 42306, max_y: 42235, min_x: -41957, min_y: -41984
max_x : 42301, max_y: 42230, min_x: -41952, min_y: -41979
max_x : 42296, max_y: 42225, min_x: -41947, min_y: -41974
max_x : 42291, max_y: 42220, min_x: -41942, min_y: -41969
max_x : 42286, max_y: 42215, min_x: -41937, min_y: -41964
max_x : 42281, max_y: 42210, min_x: -41932, min_y: -41959
max_x : 42276, max_y: 42205, min_x: -41927, min_y: -41954
max_x : 42271, max_y: 42200, min_x: -41922, min_y: -41949
max_x : 42266, max_y: 42195, min_x: -41917, min_y: -41944
max_x : 42261, max_y: 42190, min_x: -41912, min_y: -41939
max_x : 42256, max_y: 42185, min_x: -41907, min_y: -41934
max_x : 42251, max_y: 42180, min_x: -41902, min_y: -41929
max_x : 42246, max_y: 42175, min_x: -41897, min_y: -41924
max_x : 42241, max_y: 42170, min_x: -41892, min_y: -41919
max_x : 42236, max_y: 42165, min_x: -41887, min_y: -41914
max_x : 42231, max_y: 42160, min_x: -41882, min_y: -41909
max_x : 42226, max_y: 42155, min_x: -41877, min_y: -41904
max_x : 42221, max_y: 42150, min_x: -41872, min_y: -41899
max_x : 42216, max_y: 42145, min_x: -41867, min_y: -41894
max_x : 42211, max_y: 42140, min_x: -41862, min_y: -41889
max_x : 42206, max_y: 42135, min_x: -41857, min_y: -41884
max_x : 42201, max_y: 42130, min_x: -41852, min_y: -41879
max_x : 42196, max_y: 42125, min_x: -41847, min_y: -41874
max_x : 42191, max_y: 42120, min_x: -41842, min_y: -41869
max_x : 42186, max_y: 42115, min_x: -41837, min_y: -41864
max_x : 42181, max_y: 42110, min_x: -41832, min_y: -41859
max_x : 42176, max_y: 42105, min_x: -41827, min_y: -41854
max_x : 42171, max_y: 42100, min_x: -41822, min_y: -41849
max_x : 42166, max_y: 42095, min_x: -41817, min_y: -41844
max_x : 42161, max_y: 42090, min_x: -41812, min_y: -41839
max_x : 42156, max_y: 42085, min_x: -41807, min_y: -41834
max_x : 42151, max_y: 42080, min_x: -41802, min_y: -41829
max_x : 42146, max_y: 42075, min_x: -41797, min_y: -41824
max_x : 42141, max_y: 42070, min_x: -41792, min_y: -41819
max_x : 42136, max_y: 42065, min_x: -41787, min_y: -41814
max_x : 42131, max_y: 42060, min_x: -41782, min_y: -41809
max_x : 42126, max_y: 42055, min_x: -41777, min_y: -41804
